teamFotmobId,team_name
303470,Eskilsminne
303472,Karlberg
304929,Mushuc Runa
305171,Cusco
305776,Fujieda MYFC
307690,Portland Timbers
307691,Vancouver Whitecaps
312976,Septemvri Sofia
314221,Alianza Universidad
316297,Flint Town United
316413,Ben Guerdane
316432,Samgurali
316438,Chippa United
316652,RSB Berkane
316657,Ittihad Tanger
320835,UTS Rabat
323834,Western Sydney Wanderers
338301,Sporting CP II
338302,Benfica II
338304,Porto II
348397,Llaneros
352390,Marumo Gallants
355346,Puskás FC
357239,Talavera CF
357259,Ceuta
357274,Çorum FK
358094,Prostějov
364411,Unirea Slobozia
365280,Metropolitanos
371716,Juventud Torremolinos
395613,Torque
404509,Metaloglobus
405958,Métlaoui
418688,Hässleholms IF
425692,UTC Cajamarca
426452,Hapoel Afula
429440,Anyang
429441,Bucheon 1995
429442,Chungnam Asan
429859,Magesi
439132,Kauno Žalgiris
455494,PSV II
459591,Hapoel Jerusalem
463461,Radnik Surdulica
465376,Rödinghausen
465382,Várda SE
465626,Barockstadt Fulda-Lehnerz
465631,Lierse Kempenzonen
474326,Felgueiras 1932
474518,Bra
474519,Virtus Verona
474521,Pergolettese
474592,Penybont
479143,Panevėžys
480286,Universitatea Craiova
480291,Iberia 1999
485832,Araz
488099,Kifissia
494050,FC Andorra
519457,Delfin
520517,Galway United
521005,Ventura County
536945,Comerciantes Unidos
543580,Ironi Tiberias
546238,New York City
550433,Al Khaleej
555292,Skalica
555501,Schott Mainz
557101,Spennymoor Town
557592,Steinbach
557692,FC Bocholt
558259,Kryvbas KR
560953,Cardiff MU
560955,Briton Ferry
561981,Petrocub
568569,IMT Novi Beograd
568741,GIANA Erminio
570487,Olympique Dcheïra
577619,Zira
580382,Scarborough Athletic
580438,Dorking Wanderers
581832,Ferroviária
581838,Grêmio Novorizontino
582739,Al Riyadh
582749,Al Feiha
582759,Al Akhdoud
582823,Dhamk
583129,Obolon
583690,Csikszereda Miercurea Ciuc
583877,Beerschot VA
583944,Padova
583958,Arzignano Valchiampo
584022,Cesena
584069,Pianese
584663,UTA Arad
584840,Deportes Limache
585403,Vora
585808,Meizhou Hakka
599924,Kolos Kovalivka
610365,IFK Skövde
611179,Stripfing
611956,Komárno
612014,Sekhukhune United
614318,New York RB II
614319,Toronto II
614322,Portland Timbers II
614324,Real Monarchs
614326,Vancouver Whitecaps II
614327,Tacoma Defiance
614556,Renofa Yamaguchi
616212,Seoul E-Land
624858,Džiugas Telšiai
624924,Riga FC
627694,Karlstad
628812,Haninge
649424,Juárez
655295,Alcione Milano
657277,Academia Puerto Cabello
657508,Nizhny Novgorod
657648,Paderborn II
658811,Bodrumspor
658812,Manisa F.K.
662738,Grobiņa
673053,Harju JK
674289,Peterborough Sports
674807,Picerno
674812,Siracusa
676140,Bačka Topola
676141,Železničar Pancevo
681217,AZ II
685213,Stade Briochin
722264,Philadelphia Union II
722265,Cincinnati
722266,Orlando City B
722268,Sporting KC II
736555,Hegelmann Litauen
737052,Chengdu Rongcheng
739800,Hwaseong
741328,Los Chankas
750462,Vestri
752833,Kfar Kasem
770928,Pineto
771910,Spartanii Selemet
773642,Leicester City U21
773645,Southampton U21
773649,West Ham United U21
773650,Stoke City U21
773652,Chelsea U21
773653,Everton U21
773656,West Bromwich Albion U21
773657,Sunderland U21
773658,Norwich City U21
773660,Middlesbrough U21
773678,Brighton U21
773680,Derby County U21
773683,Wolverhampton Wanderers U21
773685,Blackburn Rovers U21
773686,Reading U21
773958,Atlanta United
776638,Sporting FC
780591,Unionistas de Salamanca
799249,Hereford FC
805913,Always Ready
820969,Imabari
821875,Ansan Greeners
828265,Pärnu JK Vaprus
833649,Gimpo Citizen
833651,Chungbuk Cheongju
841094,Arlanda
852755,AS Soliman
855904,Guadalupe
856680,AŠK Bravo
857444,Hapoel Hadera
859316,Rukh Lviv
860798,Newcastle United U21
860800,Manchester City U21
860801,Fulham U21
860802,Tottenham Hotspur U21
860934,Iwaki
863838, Esenler Erokspor
864269,Hermannstadt
865163,South Shields
866109,Ararat
866111,Noah
866690,Richards Bay
867280,Los Angeles FC
867620,Audace Cerignola
867623,Team Altamura
879029,Universitario de Vinto
885256,Volos NFC
914196,Serik Belediyespor
915806,Atlanta United II
915807,Nashville SC
915983,Orbit College
916336,Binacional
916701,Stocksund
920788,Deportivo Garcilaso
920789,Atlético Grau
930027,Shenzhen Peng City
944173,Arda
946908,WSPG Wels
949030,Metalist 1925 Kharkiv
950070,Khemis Zemamra
950214,Arsenal U21
951893,Sabah
953498,TS Galaxy FC
956184,Juventus Next Gen
958325,Independiente Petrolero
960720,Inter Miami
969268,FC Košice
981193,SK Super Nova Salaspils
1004921,North Texas
1011931,Stockholm Inter
1014174,Orense
1029687,Wuhan Three Towns
1055181,General Caballero JLM
1068353,Dynamo Makhachkala
1068364,Akron Togliatti
1070257,Manchester United U21
1070259,Liverpool U21
1070261,Aston Villa U21
1074320,Estrela Amadora
1074622,Real Tomayapo
1075325,Ypsonas
1078402,BKMA
1099941,Šiauliai
1104719,ADT
1114695,Salisbury
1121686,New England II
1121750,Maccabi Bnei Raina
1123073,Ibiza
1144284,United Nordic
1154238,Baník Ostrava II
1168646,Telavi
1170234,Mazatlán
1173026,Club Brugge II
1175395,Veres
1177187,Leeds United U21
1177310,Hapoel Kfar Shalem
1181312,Polissya
1209973,Macarthur
1218886,Austin FC
1218969,La Louvière
1221604,Athletic Club
1230631,Gareji
1233534,Treaty United
1234149,Turan Turkistan
1242560,Sportivo Ameliano
1267874,Crystal Palace U21
1267963,Rayo Zuliano
1281818,Iğdır FK
1283248,Qingdao West Coast
1295924,Dolomiti Bellunesi
1297060,San Antonio Bulo Bulo
1297346,ABB
1299349,Atlético Tembetary
1314965,Arenteiro
1323940,Charlotte FC
1331261,Ariana
1340094,Amazonas
1345405,Libertad
1346404,St. Louis City II
1348103,Colorado Rapids II
1348104,Houston Dynamo II
1348105,Minnesota United II
1348108,New York City II
1348109,Cincinnati II
1348111,Inter Miami II
1348115,The Town
1348118,Chicago Fire II
1348126,Columbus Crew II
1349498,Anzoátegui FC
1378461,Anderlecht II
1378463,Genk II
1379188,Gent II
1389162,Nottingham Forest U21
1395678,Epitsentr Kamyanets-Podilskyi
1395689,SK Poltava
1426348,Kerry 
1427854,Deportivo Recoleta
1427963,St. Louis City 
1445755,Huntsville City
1446544,Vinotinto de Ecuador
1451868,Crown Legacy FC
1451870,Austin FC II
1451871,Los Angeles II
1477043,Dalian Young Boy
1477056,Yunnan Yukun
1504766,Real Oruro
1504770,Gualberto Villarroel SJ
1523706,Al Kholood
1523707,Al Najma
1524591,Atalanta U23
1573153,Juan Pablo II College
1610955,Carolina Core
1614087,Zhenys
1622701,Ulytau
1642068,Auckland FC
1667898,Guidonia Montecelio
1669235,Jeunesse Sportive Omrane
1691612,Ironi Modi'in
1691614,Kiryat Yam
1699505, NEOM
1701119,San Diego
1763072,Kudrivka
1786024,İmişli
1786714,Yacoub El Mansour
1790497,Internazionale II
1796111,Birmingham City U21
1796112,Burnley U21
1796115,Ipswich Town U21
